Nome;CNPJ;UF;CNAE Principal;CNAE Sec;Telefone;Email
IL GIARDINO - SPAZIO DI BELEZZA;06008946000180;RS;4772500;9602502;;
DULMSDER;27036805002195;RJ;4772500;;;
;06014255000190;MG;4646001;;;
;06021109000191;CE;4772500;;;
;28085371000485;RJ;4646001;;;
;29638053000386;RJ;4772500;;;
;01044094000163;PR;4772500;;;
MC MULTICOSMETICOS;02697618000188;RS;4772500;;;
DROGARIA SANTO ANTONIO;01082925000191;SP;4772500;;;
;73524290000146;BA;4772500;;;
O BOTICARIO;41211491000440;PB;4772500;;;
ARGOS COMERCIAL;35708981000100;PE;4772500;;;
;04556499000179;MG;4772500;;;
;01184247000178;PA;4772500;;;BLOSSONVILLEPARA@GMAIL.COM
;06239810000181;SP;4772500;4712100,4789005;;
;46389383000213;SP;4646001;;;
;06258880000187;SP;4772500;9602502;;
;02830424000109;CE;4772500;;;
BIBI COSMETICOS;02836736000120;SP;4772500;;;
BIA COSMETICOS PERFUMARIA E CONFECCOES;36779627000130;MS;4772500;;;
LIRIOS COSMETICOS;01226427000175;MT;4772500;;;
;50028976000817;SP;4772500;4789001,4754701,4759899;;
;74560228000172;SP;4772500;;;
O BOTICARIO;02861650000157;GO;4772500;8299799;;
PERFUMARIA ELIANE;19645217000187;MG;4772500;;;
;74691601000124;SP;4772500;4761003;;
;74730797000119;RS;4772500;;;
PERFUMARIA NATURY;04657838000103;SP;4772500;;;
PERFUMARIA CAMPOS BELOS;37876919000153;GO;4772500;;;
;04699181000147;SP;4772500;;;
SR. PATINHAS;06864848000145;PB;4772500;;;SHIVANIISANDRA@HOTMAIL.COM
GLAUCIA COSMETICOS E CABELEREIRA UNISSEX;01323460000113;SP;4772500;;;
;57671703000169;SP;4772500;;;
O BOTICARIO;04713793000147;SP;4772500;;;
;06879919000183;MG;4772500;;;
VILLA GERTRUDES;01335278000182;SP;4772500;4781400,9602501,9602502,4721104,5611203;;
;04732884000120;PB;4772500;;;
;38709382000108;MG;4772500;8299799;;
;61332813000416;SP;4646001;;;
;04763446000129;SP;4772500;;;
;58283763000177;SP;4646001;4646002;;
AROMA - COSMETICOS E ACESSORIOS;21265871000107;MG;4772500;;;
;64601800000493;SP;4772500;;;
;06966223000194;MG;4772500;;;
SILVESTRE COSMETICOS;76869338000146;SC;4772500;;;
;58537861000193;SP;4772500;;;
VANELLE;06975012000118;SP;4772500;;;
;39358122000190;ES;4772500;;;
;06978673000105;MG;4772500;;;
CASA DO CABELEIREIRO;77188928000176;PR;4772500;;;
;39563358000168;RJ;4772500;;;
;71364913000216;MG;4772500;6619302;;
;39639240000176;ES;4772500;;;
FASCINIO;03076922000170;SP;4646001;;;
;01450604000100;RS;4772500;4761003;;
PERFUMARIA SAO JOSE;07059224000118;CE;4772500;4789005,4789099;;
;04885973000106;CE;4772500;;;
;04885987000120;CE;4772500;;;
COMERCIAL ATLANTICA;01478932000107;GO;4646001;4646002,4652400;;
ENCANTO & CHARME;07070028000144;PB;4772500;;;
BAZAR VITORIA;07074254000101;SP;4772500;;;
;03117416000182;CE;4646001;4772500;;
;07078723000152;PR;4772500;;;
FRANGANCIA DA NATUREZA;41020660000111;PE;4772500;4753900;;
RAMLY COSMETICOS;41470618000100;MA;4772500;;;
DRYKA COSMTICOS;07145749000176;RS;4772500;;;
BIBELLOT COSMETICOS;03186534000142;PB;4772500;;;
SIACHI;41592205000190;CE;4772500;;;
;01559680000140;CE;4772500;;;
L.A DISTRIBUIDORA;23482409000197;CE;4646001;;;
;41894973000107;MG;4772500;;;
;79227690000176;SC;4646001;;;
LIMAR PERFUMES;42098053000137;BA;4772500;;;
;03247049000131;RS;4646001;;;
;07220946000102;MG;4772500;;;
LOJA DO CABELEIREIRO;01637476000109;TO;4772500;;;
O BOTICARIO;03286148000122;PA;4772500;8299799,9602502;(0000) 00000000;
VG CONFECCOES E PERFUMARIA;24450637000148;PE;4772500;4762800,4781400,5920100,4755503,4649407;;
;07286587000196;RS;4772500;;;
;07299600000141;SP;4772500;;;
EVIDENCIA JULI & BURK PERFUMES;80591381000160;PR;4772500;4781400,4789001;;
CICLOS D'RACCO;07312854000152;MA;4772500;;;
;07340521000137;SP;4646001;;;
CRISCOSMETICOS;81191132000140;PR;4772500;;;
O BOTICARIO;64393648000158;MG;4772500;4646001,4646002,4753900,8299799;;
FRANCINE COSMETICOS E PERFUMARIA;47590948000108;SP;4772500;;;
ALUMAGE;64901846000185;SP;4772500;;;
;64906159000152;SP;4772500;;;
;28264273000162;RJ;4772500;8299799;;
BELO LUCK COSMETICOS;49229313000105;SP;4772500;;;
;29032414000184;RJ;4772500;;;PERFUMARIATEMTUDOLTDA@GMAIL.COM
;85308401000166;SC;4772500;;;
L'ACQUA DI FIORI;66302068000133;MG;4772500;;;
;86614260000172;MG;4772500;4789001,4789099,4782201,4781400;;
;66823089000102;SP;4772500;;;
;86795960000100;PR;4646001;;;
;68112101000198;SP;4646001;;;
PERFUMARIA IRENE;32186314000117;RJ;4772500;4721104,4789005,4789099;;conters@zipmail.com.br
;69000099000128;SP;4646001;;;
NOVITA CABELO & ESTETICA;69182442000100;SP;4772500;;;
LE CHEMIN OLFATIVE;52690294000124;SP;4772500;4759899,7410299;;
DINAMICA COMERCIAL;32721565000154;SE;4772500;;;
F G COSMETICOS;53260683000182;SP;4772500;;;
MAXIBON;53267928000101;SP;4772500;;;
;90379694000102;RS;4772500;4646001,4684299;;
AROMA;15575046000106;MS;4772500;;;
GOTAS DE MIRRA;16059917000100;BA;4772500;4712100,4755502,4761003,4781400;;
;05419458000284;MG;4772500;;;
;34351478000188;BA;4772500;8299799;;
;72491574000110;SC;4772500;;;
NOVA DISTRIBUIDORA;72579501000185;DF;4646001;;;
;07409324000127;MG;4772500;;;
;07482113000110;SP;4772500;;;
;07549860000128;RS;4646001;;;
BLOSSON VILLE;05562381000116;BA;4772500;;;falcaoconsultoria@bol.com.br
MARISA PERFUMARIA;97496004000144;MT;4772500;;;
NICOLA COSMETICOS;01176873000112;SP;4772500;;;
;58909656000101;SP;4772500;8299799;;
BIJOU TERE;07210341000130;RJ;4772500;4789001,4789005;;
;05276799000167;SP;4772500;;;
;07226340000184;PR;4772500;;;
;04399378000160;BA;4772500;;;
DISMELO;01520248000146;PA;4646001;4635403,4639701,4641903,4644301,4646002,4649408,4649409,4672900,4723700,4729699,4744001,4755502,4761003,4771701,4772500,4789099;;contec.contabil@gmail.com
O BOTICARIO;05135693000143;SC;4772500;;;
CIA DE AROMAS;94492972000194;RS;4772500;;;
PERFUMARIA SEMPRE BELLE;03793898000190;SP;4772500;;;
FEIRAO DOS COSMETICOS;05516137000117;CE;4772500;4781400,4782201,4782202,4721104,4721102,4721103,4722901,4722902,4723700,4724500,4711302,4744099,4751201,4755503,4753900,4541206,4763603,4530703,4530705,4761003;;
LIG MAGIA;02243623000110;SC;4772500;;;cadastro@sergecon.cnt.br
J GOMES;05641303000107;RR;4772500;;;
;02337089000101;GO;4646001;;;
AQUARELL COSMETICOS;04388090000190;GO;4772500;;;
BECA COSMETICOS;01042161000100;SP;4772500;;;
DAGAZ COMERCIO E TREINAMENTO;01211807000136;RS;4772500;8599604;;
;56752264000156;SP;4772500;;;
;04647584000142;RN;4772500;;;
;04673611000151;SP;4772500;;;
COSMETIC SHOP;01298044000102;SE;4772500;;;
;39358999000180;ES;4772500;;;
VARIEDADES BRASIL;04908091000119;PA;4772500;4713002;;
;01517623000107;PR;4772500;4753900,4646001,4649401,4789005,4649408,4618499,7739099,4649408;;
;61791406000124;SP;4772500;;;
;62764642000114;SP;4772500;4781400,5320202,8219999;;
;31507395000147;RJ;4772500;;;
ORQUIDEA COSMETICOS;72419328000158;PR;4772500;;;
STYLU ART'S;01536841000261;RS;4772500;;;
;67282871000205;SP;4646001;;;
;74631649000490;SP;4772500;;;
KICHEIRO;24219198000167;PB;4772500;4789001;;
;05489374000136;PR;4772500;;;
JACK GOLD-COSMETICOS;00544547000158;PR;4772500;;;
;73997637000178;RJ;4772500;;;
;74605171000180;SP;4772500;;;
NEIDE - PERFUMARIA E SALAO;49950595000135;SP;4772500;9602501,9602502;;
;30652663000151;RJ;4772500;4755503;;
HERVANARIA NATURALLE;72704950000108;SP;4772500;;;
BETANA'S BOUTIQUE;14717805000165;PA;4772500;;;
;05067148000167;SP;4772500;;;
;03421066000143;BA;4772500;4789001,4781400;;ROSABELLACOSMETICOS@YAHOO.COM.BR
CIA DO PIERCING;05684210000160;RJ;4772500;;;
;05165164000192;RJ;4772500;4789004;;
CIDADE DAS ESSENCIAS;03701482000103;PE;4772500;2063100;;
;02024169000107;SP;4772500;;;
IMPERIO DAS ESSENCIAS;03706592000150;SP;4772500;;;
MARLIN COMERCIO E REPRESENTACAO;05408999000126;ES;4772500;;;
AKIKO;02296662000186;SP;4772500;;;
PERFUMARIA ATIVA;06135466000180;SP;4772500;;;
BELLA COSMETICOS;04603008000101;PB;4772500;;;
NATURALE COMERCIO E REPRESENTACOES;74712852000148;RS;4772500;;;
BYBY COSMETICOS;06907584000160;MG;4772500;;;
;76605443000178;PR;4772500;;;
;59367482000165;SP;4772500;;;
;07073561000160;MG;4772500;;;
FORBES COSMETICOS;01547505000133;GO;4772500;;;
MG CARD;02693603000141;MG;4772500;4789099,4755502,4789005,4721104;;
VENUS COMERCIAL DE COSMETICOS LTDA;80520927000191;PR;4772500;;;
LUCIA COSMETICOS;02851634000183;MG;4772500;4782201,5211799;;
;13466041000110;AL;4772500;;(82) 00000000;ROSILENEPH66@GMAIL.COM
;14138041000153;EX;4772500;;;
;15298884000180;SP;4772500;5310502,4781400,4930201,4783101,5320201;(16) 00000000;FABIVICENTE33@HOTMAIL.COM
;15528856000101;SP;4772500;4930201,4930202;(00) 00000000;SSRUBENS@LIVE.COM
;18054735000163;SP;4772500;;(11) 12749925;orfincontabilidade@hotmail.com
;19061229000164;SP;4772500;;(11) 11111111;MARCIA@GRUPOOYAMA.COM.BR
;19344020000108;SP;4772500;;(0) 0;
;20598981000128;RJ;4772500;;(0) 0;
;22493335000121;SP;4772500;;(11) 13552025;JOSIANE2015.ICAPUI@GMAIL.COM
;22722211000170;MG;4772500;9511800;(00) 00000000;WESLEYFERREIRA.96@HOTMAIL.COM
KIKO S.P.A.;23290209000132;EX;4646001;;;
;24184500000199;ES;4772500;;(32) 0;
;24571142000177;SP;4772500;4781400;(00) 00000000;PRISCILAJURASKY@HOTMAIL.COM
;23938617000158;SP;4772500;;(15) 00000000;ELECISAFIRA@HOTMAIL.COM
;21362216000177;SP;4772500;4789001;(18) 00000000;MICAPLIS@GMAIL.COM
BOTUCATU E-COMMERCE;16756380000129;SP;4772500;4751201,4755502,4757100,4761003,4763601,4782202,4789001,8299799;(11) 16315527;SIRLENEDESOUZAVARIEDADES@GMAIL.COM
ZELEBO GMBH;26519235000188;EX;4646001;4619200,7490104,7020400,7490199,8599604;;JOSEPH.KEVENHOERSTER@ZELEBO.COM
;26855884000150;SP;4772500;4789099,4759899;(11) 00000000;PIMENTTAROSAMAKE@GMAIL.COM
COSNOVA OVERSEA;27301137000132;EX;4646001;;;
;27955837000140;SP;4772500;4729699,8599605,8599604;(11) 15917011;MOISIENESANTOS@GMAIL.COM
;28530105000171;RS;4772500;;(51) 00000000;RITHYTRINDADE.SANTOS@HOTMAIL.COM
;29351906000132;SP;4772500;4781400,9602501,9602502;(11) 00000000;JANETE_KAWAKAMI@HOTMAIL.COM
MERCEARIA;30584915000152;EX;4646001;;;EXPEDICAO.AUGE@GMAIL.COM
;30627403000126;ES;4772500;5320202,5310502,4752100,5212500,4781400,4789099,8291100,4754701,4753900,4785799,4930201,4789007;(28) 00000000;PABLOOLIVEIRANUNESS@GMAIL.COM
;31165671000136;PA;4772500;;(91) 0;
;32081297000153;PE;4772500;4781400;(81) 13423056;clovisfs4@hotmail.com
;32174123000135;SP;4772500;9602502;(18) 00000000;LIPEZARR@HOTMAIL.COM
;32568804000188;BA;4772500;;(71) 18684104;SERCONCFP@GMAIL.COM
CISSA COSMETICOS E NUTRACEUTICOS;32617145000122;SP;4772500;7490104,8599604,9602501;(11) 10092502;CISSA_MORELLO@ADLUX-CDSA.PAGE
;32866374000180;GO;4772500;;(62) 0;dianadi03@hotmail.com
;33149767000136;SP;4772500;;(0) 0;
;33276719000109;SP;4772500;5612100,5229099;(00) 00000000;ROGERIOLIMONGI@GMAIL.COM
;33447949000193;SP;4772500;9602501,4729699,9602502;(11) 18697584;PEREZARP.FAB@GMAIL.COM
;33449466000128;SP;4772500;4930201,5320201;(00) 00000000;CRIS.RMBELA@GMAIL.COM
;34424316000122;MT;4772500;3101200,2539001,5229099,2543800;(65) 00000000;SUELYAPARECIDA9282@GMAIL.COM
;34775814000110;SP;4772500;9602501,9602502;(11) 00000000;KELLY-COUT@HOTMAIL.COM
;34910419000100;SP;4772500;4781400,9602502;(00) 00000000;NOGUEIRAROSEMEIRE@YMAIL.COM
;35360531000170;RJ;4772500;;(21) 0;ADEILDEBEZERRA40@GMAIL.COM
;35369864000160;MG;4772500;4781400;(11) 00000000;GONCALVESROSANA789@GMAIL.COM
LABELLE PERFUMARIA;35586855000120;RJ;4772500;4771701;(21) 11111111;
;35672744000137;SP;4772500;;(0) 0;JORGECOSTTA48@GMAIL.COM
;35936001000127;SP;4772500;4729699;(12) 00000000;JOAOVITORYAWE@GMAIL.COM
BOURBON BRASIL;27357705000117;SP;4646001;4772500;(11) 13036358;BOURBONBRASIL.AOR@GMAIL.COM
;34284561000181;SP;4772500;;(11) 11651055;BIANCA-DELFIN@HOTMAIL.COM
;37143923000102;SP;4772500;3299099;(19) 00000000;REOLIVEIRADESOUZA@GMAIL.COM
;37351992000101;BA;4772500;9602502;(00) 00000000;MAIARAALVESEMBELEZADORAMKT@GMAIL.COM
;37392783000106;SC;4772500;4781400;(0) 0;CLEOALVES89@HOTMAIL.COM
;37435144000180;SP;4772500;;(12) 11111111;
;37439706000164;SP;4772500;;(19) 0;VERANILZAC4@GMAIL.COM
JBL DISTRIB DE MAT DE LIMPEZA DESCARTAV;37615530000154;RJ;4772500;4729699,4755502,4755503,5620102,7319002,8230001;(0) 0;JAKBARBOSA_LUCIJU@HOTMAIL.COM
;38237234000120;CE;4772500;;(85) 00000000;GISSELYBRITTO@YAHOO.COM.BR
;38290079000105;RJ;4772500;;(0) 0;SABRINA_AZEREDO05@OUTLOOK.COM
;38431690000106;DF;4772500;4781400,4755502,4755503,4783101;(0) 0;WOLFMARYROSE205@GMAIL.COM
;38482975000176;RJ;4772500;;(21) 0;KELLYRJF2010@GMAIL.COM
;39292095000108;ES;4772500;9602502;(27) 0;NAYCANDIDA92@GMAIL.COM
;39343489000130;RJ;4772500;;(0) 0;VANESSACORECHA4@GMAIL.COM
;40062305000142;RJ;4772500;;(22) 0;
;40594032000187;MG;4772500;4789001;(31) 0;MARLONANDERSON.GORDIN@GMAIL.COM
;40630536000105;RS;4772500;4781400,4783101;(0) 0;ACESSOGOVSMDE@OUTLOOK.COM
JULIA COSMETICOS;40731680000138;SE;4772500;;(79) 0;WELDERGUIMARAES0604@YAHOO.COM
;40804002000158;SP;4772500;;(19) 00000000;DAYPRADO24@GMAIL.COM
BELEZA PURA COSMETICOS;41499329000126;PE;4772500;4789001;(81) 11111111;
;41698237000175;RJ;4772500;;(21) 0;SORAIA_DIAS@YMAIL.COM
;28773580000179;RS;4772500;9602501,9602502,1091102;(51) 0;jc.elsom@terra.com.br
;41957821000106;SP;4772500;1091102;(19) 0;LUCAS_MELLO@OUTLOOK.COM.BR
;42211108000173;ES;4772500;4789001;(27) 0;ALICESPLIMA2@GMAIL.COM
;42320439000141;AM;4772500;7739099,4789099,4781400,9602501,9602502,5099899;(92) 0;INDIATRANSPORTES-LUIZBRASIL@HOTMAIL.COM
YOND TECH;38458544000174;SC;4772500;7490104;(11) 14597715;CONTATO@OZAN.COM.BR
;42768023000190;SP;4772500;;(11) 0;THAINA_LIMA008@YAHOO.COM
;43390850000156;MG;4772500;4781400,4789001,4755502,4759801,4755503,4753900,4782201;(37) 0;MARCILENESS2018@GMAIL.COM
;43410329000133;CE;4772500;;(85) 0;FRANCISCA.9091AVELINO@GMAIL.COM
;26923167000118;RJ;4772500;4789099,7319002,8599604,4755502,3299006,7420001;(21) 00000000;CHRISTIANEFARIIAS@GMAIL.COM
;37340039000168;MA;4772500;4752100,4781400,4541206,4751201,4530703,4763602,9512600,4755503,4753900,4756300;(99) 00000000;THAISMCOSMETICOS@HOTMAIL.COM
;43877375000147;RJ;4772500;;(0) 0;EDILAINEAMACHADO@ICLOUD.COM
;44205999000180;SP;4772500;;(12) 0;MARY.ELLEN2@HOTMAIL.COM
;44612530000166;SP;4772500;7319002;(19) 00000000;AUDACITYSTORE.CONTATO@GMAIL.COM
;44901575000150;DF;4772500;4755502;(0) 0;CIDAROSA1830@GMAIL.COM
;45161418000119;SP;4772500;;(11) 13404854;DELMASOUSA710@GMAIL.COM
;45573394000105;MA;4646001;4772500;(98) 11111111;XXX@XXX.XXX
;45892252000100;RS;4772500;4789001;(51) 00000000;MEUEMAILLLL@HOTMAIL.COM
;46149263000168;RJ;4772500;7319002;(0) 0;ANDRADEANAPAULA32@GMAIL.COM
MARY PERFUMARIA;46497240000144;MG;4772500;4759899,4783101,4789001,4789099;(34) 11111111;CONTATO@CONTABILIZABR.COM
;46523811000178;RJ;4772500;5620104,4781400;(0) 0;IMPRIMIRCONTABILIDADE@GMAIL.COM
;46587662000100;AL;4772500;4781400,4789099,3299099;(82) 0;ELIELMAPORANGABA@OUTLOOK.COM
;46590399000109;TO;4772500;;(63) 0;ZURY_ZADI@HOTMAIL.COM
;46805699000168;MG;4772500;;(31) 00000000;CONTATO@FRAGRARE.COM.BR
;47063009000105;SP;4772500;9602501;(11) 10200315;CIDA13@GMAIL.COM
;47260522000196;SP;4772500;4649408,4649409,4789005;(11) 17865333;JOSECARLOSRODRIGUESSOUSA08@GMAIL.COM
;47468271000130;MG;4772500;;(31) 00000000;VIVIAPEREIRA360@ICLOUD.COM
;48031424000140;SP;4772500;;(11) 11111111;SHEILACRISTINATRENTIN@GMAIL.COM
;48247807000150;ES;4772500;;(27) 00000000;KETSSIA88@YAHOO.COM.BR
;48470484000169;ES;4772500;;(28) 0;PAOLAZANELATO@GMAIL.COM
;48477950000138;CE;4772500;;(0) 0;IZABELALVESGUEDES@GMAIL.COM
;48561557000128;SP;4772500;;(11) 13490108;RENATANICOLLASKAUE@HOTMAIL.COM
;48620399000130;RS;4772500;;(53) 0;KARINAAMARANTE4@GMAIL.COM
;48657197000162;RJ;4772500;;(24) 0;STORELOVEBEAUTY@GMAIL.COM
;48668544000152;SP;4772500;;(0) 0;DANIELAOLIVEIRABEZERRATEIXEIRA@GMAIL.COM
;48695492000103;PA;4772500;4789099,4789001,3212400,4755501,4781400,4759899,4754702,4755502,4763602,4755503,4754703,4783102,4783101;(0) 0;SJANE9440@GMAIL.COM
;49104625000192;SP;4772500;;(00) 00000000;CAMILAREISARAUJO@ICLOUD.COM
;49152665000100;SP;4772500;4752100,4789001,4751201,4729601,4713002,4759899,4753900,4789007,4744001,4757100;(11) 12345678;CLAUDENISE@LIVE.COM
;49394354000157;SP;4772500;5320202,4781400,4763601;(11) 10727923;FABIOLA.NICOLLAS2@GMAIL.COM
;49579403000126;SP;4772500;4789002,4789099,4729601,4743100,4789005;(13) 13997950;MAYCONADRIEL701@GMAIL.COM
;49897349000167;RJ;4772500;4789099,4781400,4763602,4782201,4783101;(21) 0;SONIASMENEZES61@GMAIL.COM
NAEVUS;50156807000196;SP;4646001;4637199,4729699,4761001,4772500,5811500,6319400,7311400,7319002,7319003,7319004,8599604;(11) 17788007;FINANCEIRO@NAEVUS.COM.BR
;50184255000120;ES;4772500;;(0) 0;EDSON-LOURENCO@HOTMAIL.COM
;50483360000160;SP;4772500;;(11) 11503476;MARCELA.COMERCIOHG@GMAIL.COM
;50508267000162;AM;4772500;4789099,4744004,5611201,4774100,4781400,4729699,4759801,4755502,4755503,4763602,4782201,4783102,4744099,4783101;(97) 0;LI_VI_APBRAGA@HOTMAIL.COM
;50574757000167;RJ;4772500;4755503;(21) 0;SHIRLEYSOUZADACOSTA@GMAIL.COM
;50726221000110;SP;4772500;4781400;(0) 0;MARINAMPADILHA@GMAIL.COM
;51209295000141;SP;4772500;;(17) 0;CASTORPEREIRA@YAHOO.COM.BR
LOVELINESS;51902797000153;SP;4646001;4772500,4642701,4781400;(11) 11973146;CONTATO@DEDCONTABILIDADE.COM.BR
;51938269000154;SP;4772500;4752100,4789099,4781400,4751201,4755502,4755503,4763601,5229099,4744001,4757100;(11) 00000000;CAMILA.SOUZASS@ICLOUD.COM
;52049289000137;SP;4772500;4783101;(11) 14684638;LAISR6945@GMAIL.COM
;52088540000172;SP;4772500;;(0) 0;SOUZA_ELMA@HOTMAIL.COM
;52088803000143;SP;4772500;;(0) 0;PAMELASANTOSPS1000@GMAIL.COM
;52117484000157;RJ;4772500;;(0) 0;AMARAL_CARLA@ICLOUD.COM
ARMAZEN AROMA BRASIL;52155481000108;SP;4772500;4644301,4646001;(11) 10642400;TAYNARA.ARRUDA.BASSO@GMAIL.COM
;52395732000121;SP;4772500;4781400,4789099,9602501;(12) 0;LIANELIA54@HOTMAIL.COM
;52507444000111;SP;4772500;;(11) 14804370;NATHALIABEAUTY_99@HOTMAIL.COM
;52530806000195;RJ;4772500;;(21) 11111111;FGN.ASSOCIADOS@HOTMAIL.COM
;52561983000139;SP;4772500;;(11) 11111111;FLORIS.MORUMBI@OUTLOOK.COM
;52881352000105;SP;4772500;;(12) 12315785;BARBIE.AMOROSA20@GMAIL.COM
;52966788000199;PE;4772500;;(81) 0;COSTAMIRIA1902@GMAIL.COM
;52969952000111;SP;4772500;;(11) 12873551;ADEROVITT01@GMAIL.COM
;52980715000151;RJ;4772500;1091102;(00) 00000000;JULINHAMAXIMO@HOTMAIL.COM
;53030424000165;RS;4772500;4789099;(51) 0;ANGELA121618@HOTMAIL.COM
;53054600000107;SP;4772500;;(15) 00000000;ROLIM.AMANDA95@GMAIL.COM
;53330105000175;SP;4772500;4781400,3212400;(11) 16002792;VICTORIIAOLIVEIRA1901@GMAIL.COM
;53410871000140;CE;4772500;4781400;(00) 00000000;WDMODASIMPORTS@GMAIL.COM
;53411594000190;GO;4772500;;(0) 0;LEHSILVESTREE25@GMAIL.COM
;53435712000108;SP;4772500;4742300,4763601,4782201;(55) 0;RAFAEL.ALVESESTEVES03@GMAIL.COM
;53556737000151;SP;4772500;4789099;(11) 14759163;CONTATO.RQUIMICA02@GMAIL.COM
;53603417000105;SP;4772500;5819100,8219999;(0) 0;GENILSON.ANDRADE73@GMAIL.COM
;53622694000165;SP;4772500;4757100,4759899,4781400,4789001;(11) 12817885;ELOREPRESENTACAO25@GMAIL.COM
;53885631000100;MS;4772500;4530703;(67) 00000000;TEIXEIRAELIDIA@GMAIL.COM
STANFILLS;53915375000148;SP;4772500;4729699,8211300;(11) 13330251;LICENCIAMENTO@STANLEYSHOLDING.COM.BR
;53985508000152;SP;4772500;5620104;(11) 17703120;ALESSANDRACRISTINA1095@GMAIL.COM
;54020635000180;CE;4772500;;(0) 0;ELIANESPAIVA10@GMAIL.COM
;54387559000145;ES;4772500;;(27) 0;TALITA_OLIVMATHIAS@HOTMAIL.COM
MAMA PERFUMES;54455486000181;SP;4772500;4781400;(11) 13160147;MAURY.BISPO@ICLOUD.COM
;54530491000101;SP;4772500;4781400,4789099,4789001,9602501,4729601,8599605,4763602,9602502,4783102,4783101,4774100;(11) 12152671;SECRETBEAUTYMK24@GMAIL.COM
;54530888000101;SP;4772500;;(11) 16767247;BEAUTY.GLOWJT@GMAIL.COM
;54624516000136;SP;4772500;7319002;(11) 0;KARINEAMARAL_WIZARD@OUTLOOK.COM
;54874007000161;SP;4772500;4781400,4789001,9602501,4783101,4757100;(11) 0;SILVIAFERREIRA.GABRIELCORTES@GMAIL.COM
;53034019000115;SP;4772500;4752100,4789099,1821100,4751201,4759899,1732000,1749400,1731100,1813099;(00) 00000000;SMRCOSMETICOS@GMAIL.COM
;55292198000116;RJ;4772500;;(0) 0;CARLAVERONICA228@GMAIL.COM
;55358759000132;SP;4772500;4757100,4761003,4763603,4781400;(11) 16944874;CONTATOMANIADASMULHERESOFICIAL@GMAIL.COM
;55424528000180;SP;4772500;;(11) 0;MISAELSANTOLI14@GMAIL.COM
;55450165000157;SP;4772500;4789099,4530703,8219999,4757100,4752100,4781400,4755503,4763602,4763601,4753900,4782202,4782201,4789004,4783102;(11) 16106929;ROGERIO.MOREIRA87@YAHOO.COM.BR
;55692068000170;PR;4772500;4781400,4789001,4723700,4782201,4783101;(00) 00000000;ADRIANA.RENATA.COSTA18@GMAIL.COM
;54270562000184;SP;4772500;4616800,4641901,4642701,4643502,4649401,4649402,4649406,4649499,4651601,4652400,4751201,4752100,4754703,4755501,4757100,4763601,4774100,4789001,5211799,8211300;(11) 17362543;TANGLIE595@GMAIL.COM
;55773277000149;AM;4772500;4543900,4541206,1063500,4322303,4322302,4763604,1031700,4322301,4520006,4330404,4744002,5320201;(92) 0;ARLANGOMES254@GMAIL.COM
;55807048000106;SP;4772500;;(0) 0;JUSSARADOSSANTOSMOREIRA@GMAIL.COM
;55834648000155;SP;4772500;;(0) 0;GABRIELACARDOSO3011@GMAIL.COM
;56027982000160;MG;4772500;;(0) 0;AGUILAROUTEIRO@GMAIL.COM
;56090805000128;RJ;4772500;;(0) 0;JULIANABINDI@GMAIL.COM
;56213618000194;SP;4772500;4713002;(11) 0;AMARAL.SISI2009@GMAIL.COM
;56390679000127;SP;4772500;4789099;(11) 13545048;VINIQUINTINO1@GMAIL.COM
FRAH SAUDE E BEM ESTAR COSMETICOS;56729575000102;SP;4772500;4755502,4781400,4789099,9602502;(11) 12970075;GABRIEL.HAHMANN@GMAIL.COM
;56965308000126;SP;4772500;4789099,4781400,4759899,4713002,4755502,4755503,4763601,5229099,4789005,4783101;(11) 11111111;PERFUMARIAFUJI@HOTMAIL.COM
;57003328000189;RJ;4772500;;(0) 0;WALLERYALVES30@GMAIL.COM
;57269777000173;SP;4772500;;(11) 12708342;NATHYREISILVA91@GMAIL.COM
;57288700000140;MG;4772500;7319002,4783101;(00) 00000000;DISMOTA@GMAIL.COM
;57309719000126;SP;4772500;;(11) 0;NALUCOSMETICOS26@GMAIL.COM
;57325345000132;SP;4772500;;(11) 11111111;CONTATO@LNSKIN.COM.BR
PELUDUS PET LTDA;55531249000115;SP;4772500;4721103,4721104,4723700,4729699,4755503,4757100,4763601,4763602,4763603,4781400,4789004,4789099;(11) 15737379;ADMINISTRACAO@PELUDUSPET.COM.BR
;57371117000107;SP;4646001;4637199,4642701,4643502,4646002,4647801,4649410,4649499,7210000,7319003,7740300,8211300;(11) 10953440;LEGAL@HEMPVEGAN.HEALTH
;55456988000513;SP;4772500;4789001;(11) 11111111;O3M@FRANQUIAO3M.COM.BR
;57477053000115;AM;4772500;;(92) 0;THATY.ANNATC35@GMAIL.COM
;57482421000113;SP;4772500;4789099,4723700,7319002,4530703,4752100,4781400,4541206,4751201,4755502,4755503,4763601,4753900,4754703,4789007;(11) 17720032;VJDISTRIBUIDORA5@GMAIL.COM
;57505482000159;SP;4772500;4771701,5811500,7020400;(11) 11111111;AF.DPTOLEGAL2@GMAIL.COM
;57552793000179;SP;4772500;4781400;(11) 17637646;HEBERTONMATEUSALICE@GMAIL.COM
SO DELAS GROUP;57654046000141;SP;4772500;4646001,4729699;(11) 13223528;CONTATO@ERTECCONTABILIDADE.COM.BR
SCADE PARIS;57807318000104;SP;4772500;4646001,4669999;(11) 15930270;GUILHERMESCALABRINI28@HOTMAIL.COM
